text,label,Preprocessed
"Environmental Matters The Company is currently participating in environmental assessments and remediation at approximately 30 locations, the majority of which are in the U.S., and environmental liabilities have been accrued reflecting management’s best estimate of future costs.",0,"['environmental', 'matter', 'company', 'currently', 'participating', 'environmental', 'assessment', 'remediation', 'approximately', '30', 'location', 'majority', 'u.s.', 'environmental', 'liability', 'accrued', 'reflecting', 'management', 'best', 'estimate', 'future', 'cost']"
We're right on track with respect to achieving our goal of $50 million of annualized savings in the -- by the fourth quarter of this year.,0,"['right', 'track', 'respect', 'achieving', 'goal', '50', 'million', 'annualized', 'saving', 'fourth', 'quarter', 'year']"
"Across every industry we serve, we partner with our customers to deliver the best results at the lowest total cost while reducing water and energy use, greenhouse gas emissions and waste.",1,"['across', 'every', 'industry', 'serve', 'partner', 'customer', 'deliver', 'best', 'result', 'lowest', 'total', 'cost', 'reducing', 'water', 'energy', 'use', 'greenhouse', 'gas', 'emission', 'waste']"
50% of our UK and Ireland customers’ homes at or above EPC or equivalent rating C by 2030. (,0,"['50', 'uk', 'ireland', 'customer', 'home', 'epc', 'equivalent', 'rating', 'c', '2030']"
"The acquisitions represent a milestone for CLP India, which has now broadened its portfolio to include two of the three main segments in the country’s power value chain.",0,"['acquisition', 'represent', 'milestone', 'clp', 'india', 'broadened', 'portfolio', 'include', 'two', 'three', 'main', 'segment', 'country', 'power', 'value', 'chain']"
"J. Transparent Disclosure of Environmental Protection Responses and Performances Since 2012, the Company has been publishing its Corporate Social Responsibility (CSR) Report every year (former titles include the Environmental Sustainability Report and Corporate Sustainability Report).",0,"['j.', 'transparent', 'disclosure', 'environmental', 'protection', 'response', 'performance', 'since', '2012', 'company', 'publishing', 'corporate', 'social', 'responsibility', 'csr', 'report', 'every', 'year', 'former', 'title', 'include', 'environmental', 'sustainability', 'report', 'corporate', 'sustainability', 'report']"
"Um diesen Bedrohungen entgegenzuwirken, sind Unternehmen und Industrieverbände in intensiven Gesprächen mit der EU-Kommission, um effektive Maßnahmen zum Schutz vor der Verlagerung von CO2-Emissionen zu definieren.",0,"['um', 'diesen', 'bedrohungen', 'entgegenzuwirken', 'sind', 'unternehmen', 'und', 'industrieverbände', 'intensiven', 'gesprächen', 'mit', 'der', 'eu-kommission', 'um', 'effektive', 'maßnahmen', 'zum', 'schutz', 'vor', 'der', 'verlagerung', 'von', 'co2-emissionen', 'zu', 'definieren']"
"No change in architecture, but really a delay of server spend, which is causing a delay in network spend.",0,"['change', 'architecture', 'really', 'delay', 'server', 'spend', 'causing', 'delay', 'network', 'spend']"
"So the way our model has currently been built, we would look to pay down debt with our free cash flow generation that we're planning on generating this year, which is around $20 million to $30 million.",0,"['way', 'model', 'currently', 'built', 'would', 'look', 'pay', 'debt', 'free', 'cash', 'flow', 'generation', 'planning', 'generating', 'year', 'around', '20', 'million', '30', 'million']"
"The annual production will be addressed, for a 50% share, to the internal consumption of the company located in the industrial site and will allow to avoid the emission of approximately 22,000 tons of CO 2 eq per year.",1,"['annual', 'production', 'addressed', '50', 'share', 'internal', 'consumption', 'company', 'located', 'industrial', 'site', 'allow', 'avoid', 'emission', 'approximately', '22,000', 'ton', 'co', '2', 'eq', 'per', 'year']"
"Well, certainly, when we have given the broad 3-year time frame guidance, that would not have incorporated anything related to the accounting change.",0,"['well', 'certainly', 'given', 'broad', '3-year', 'time', 'frame', 'guidance', 'would', 'incorporated', 'anything', 'related', 'accounting', 'change']"
"In addition, we work with the National Union of Students (NUS) through their Positive Impact Awards to encourage environmentally friendly living habits by our customers as they live independently for the first time in many cases.",1,"['addition', 'work', 'national', 'union', 'student', 'nu', 'positive', 'impact', 'award', 'encourage', 'environmentally', 'friendly', 'living', 'habit', 'customer', 'live', 'independently', 'first', 'time', 'many', 'case']"
"The emphasis is on measuring methane leaks, and in 2019 industrial pilot schemes enabled real-life testing of the technologies selected during test campaigns on the Lacq platform as part of the TADI (Total Anomalies Detection Initiatives) project.",0,"['emphasis', 'measuring', 'methane', 'leak', '2019', 'industrial', 'pilot', 'scheme', 'enabled', 'real-life', 'testing', 'technology', 'selected', 'test', 'campaign', 'lacq', 'platform', 'part', 'tadi', 'total', 'anomaly', 'detection', 'initiative', 'project']"
"But we kind of saw the market through third quarter, 3.9 percentage-ish.",0,"['kind', 'saw', 'market', 'third', 'quarter', '3.9', 'percentage-ish']"
"During the first quarter of 2019, gas reliability issues were worked on by the operator with the reliability of the gas system enhanced by having a spare high-pressure compressor made available.",0,"['first', 'quarter', '2019', 'gas', 'reliability', 'issue', 'worked', 'operator', 'reliability', 'gas', 'system', 'enhanced', 'spare', 'high-pressure', 'compressor', 'made', 'available']"
"Metals are steel raw materials that contain a high percentage of metallic iron, which can support the steel industry in its challenge to reduce carbon emissions, meeting its quality requirements with less investments, while using more advanced technologies.",0,"['metal', 'steel', 'raw', 'material', 'contain', 'high', 'percentage', 'metallic', 'iron', 'support', 'steel', 'industry', 'challenge', 'reduce', 'carbon', 'emission', 'meeting', 'quality', 'requirement', 'le', 'investment', 'using', 'advanced', 'technology']"
"The 4 degrees scenario also demonstrated that IAG would incur additional operating costs, but in this case, these would more likely arise from increased cost of operational disruption due to increased frequency of extreme weather events.",0,"['4', 'degree', 'scenario', 'also', 'demonstrated', 'iag', 'would', 'incur', 'additional', 'operating', 'cost', 'case', 'would', 'likely', 'arise', 'increased', 'cost', 'operational', 'disruption', 'due', 'increased', 'frequency', 'extreme', 'weather', 'event']"
"Internally, under its ISO 14001:2015 certification for Environment Management System, the Bank has launched several initiatives to rationalize resource consumption, reduce waste consumption and pilot projects involving usage of alternate sources of energy.",1,"['internally', 'iso', '14001:2015', 'certification', 'environment', 'management', 'system', 'bank', 'launched', 'several', 'initiative', 'rationalize', 'resource', 'consumption', 'reduce', 'waste', 'consumption', 'pilot', 'project', 'involving', 'usage', 'alternate', 'source', 'energy']"
"The staff nominated and selected their top six social responsibility projects which they support over the calendar year, enabling them to be Connectors of Positive Change.",0,"['staff', 'nominated', 'selected', 'top', 'six', 'social', 'responsibility', 'project', 'support', 'calendar', 'year', 'enabling', 'connector', 'positive', 'change']"
Desalinating water A desalination unit was installed on the Flamanville 3 EPR site in 2016 to complete the means of producing demineralised water for the process as well as for the other tranches.,0,"['desalinating', 'water', 'desalination', 'unit', 'installed', 'flamanville', '3', 'epr', 'site', '2016', 'complete', 'mean', 'producing', 'demineralised', 'water', 'process', 'well', 'tranche']"
"Although improvements in efficiency are being made, for example through increased automation, there is more to do, and plans for 2020 include moving 300 roles out of London to more cost-effective locations.",0,"['although', 'improvement', 'efficiency', 'made', 'example', 'increased', 'automation', 'plan', '2020', 'include', 'moving', '300', 'role', 'london', 'cost-effective', 'location']"
"And we're sort of at that tipping point here in 2014, where we're generating free cash flow for use in debt paydown for the first time, and that accelerates into 2015.",0,"['sort', 'tipping', 'point', '2014', 'generating', 'free', 'cash', 'flow', 'use', 'debt', 'paydown', 'first', 'time', 'accelerates', '2015']"
"Cost, the reason that question is hard to answer is we’re getting much more efficient, we’re driving cost down, but we know that the service costs are also escalating.",0,"['cost', 'reason', 'question', 'hard', 'answer', 'getting', 'much', 'efficient', 'driving', 'cost', 'know', 'service', 'cost', 'also', 'escalating']"
"I think our -- and as I said in my remarks, both the energy efficiency and advisory energy business showed respectable growth in Q1.",0,"['think', 'said', 'remark', 'energy', 'efficiency', 'advisory', 'energy', 'business', 'showed', 'respectable', 'growth', 'q1']"
"The way to think about it is we have to come to one system across Tyson Foods, which is not an unusual thing for companies to make sure that they're doing that in a proper way.",0,"['way', 'think', 'come', 'one', 'system', 'across', 'tyson', 'food', 'unusual', 'thing', 'company', 'make', 'sure', 'proper', 'way']"
"We put capital into action to fund socially purposeful, sustainable solutions and reduce exposure to activities that adversely affect society and the environment.",1,"['put', 'capital', 'action', 'fund', 'socially', 'purposeful', 'sustainable', 'solution', 'reduce', 'exposure', 'activity', 'adversely', 'affect', 'society', 'environment']"
"The #1 thing our brides and grooms tell us they need to know, before they're comfortable going on a tour, which is the steps before ultimately booking a venue, is whether or not it fits within their budget.",0,"['1', 'thing', 'bride', 'groom', 'tell', 'u', 'need', 'know', 'comfortable', 'going', 'tour', 'step', 'ultimately', 'booking', 'venue', 'whether', 'fit', 'within', 'budget']"
"So, you'll still see that same QTS de-risked approach in terms of how we enter markets.",0,"['still', 'see', 'qts', 'de-risked', 'approach', 'term', 'enter', 'market']"
We are just being conservative because we don't know what's going to happen with the economy going forward.,0,"['conservative', ""n't"", 'know', 'going', 'happen', 'economy', 'going', 'forward']"
"New functionalities in the Iberdrola Public Recharge App for electric vehicles, such as “pay-as-you-go”, a route planner, online booking, and access to the largest public recharging network in Spain, which also includes recharging points in Europe.",0,"['new', 'functionality', 'iberdrola', 'public', 'recharge', 'app', 'electric', 'vehicle', 'pay-as-you-go', 'route', 'planner', 'online', 'booking', 'access', 'largest', 'public', 'recharging', 'network', 'spain', 'also', 'includes', 'recharging', 'point', 'europe']"
Carbon emissions from investments (Scope 3) are reported separately on page 24.,0,"['carbon', 'emission', 'investment', 'scope', '3', 'reported', 'separately', 'page', '24']"
"Energy consumption, water consumption, and greenhouse gas (“GHG”) emissions data for the periods indicated based on the most recent available information, assured by DNV GL Business Assurance USA, Inc., are as follows:",0,"['energy', 'consumption', 'water', 'consumption', 'greenhouse', 'gas', 'ghg', 'emission', 'data', 'period', 'indicated', 'based', 'recent', 'available', 'information', 'assured', 'dnv', 'gl', 'business', 'assurance', 'usa', 'inc.', 'follows']"
"In 2016, our Ghana asset reached a turning point with the start- up of oil production from the Tweneboa, Enyenra, and Ntomme (TEN) fields.",0,"['2016', 'ghana', 'asset', 'reached', 'turning', 'point', 'start-', 'oil', 'production', 'tweneboa', 'enyenra', 'ntomme', 'ten', 'field']"
"So full year will be flat, driven by really the tailwinds from the strategic initiatives will offset some of the cost increases that we're experiencing in the first half of the year.",0,"['full', 'year', 'flat', 'driven', 'really', 'tailwind', 'strategic', 'initiative', 'offset', 'cost', 'increase', 'experiencing', 'first', 'half', 'year']"
"To enable year-on-year comparison of Dialight’s greenhouse gas emissions, an intensity ratio has been determined.",0,"['enable', 'year-on-year', 'comparison', 'dialight', 'greenhouse', 'gas', 'emission', 'intensity', 'ratio', 'determined']"
"Our plan is to upgrade the Sakura Plant to “mother factory” status, reinforce our production systems in Japan, Thailand, and China, and reduce production costs.",0,"['plan', 'upgrade', 'sakura', 'plant', 'mother', 'factory', 'status', 'reinforce', 'production', 'system', 'japan', 'thailand', 'china', 'reduce', 'production', 'cost']"
"And unlike last year, we started to see cooler weather arrive later September into October.",0,"['unlike', 'last', 'year', 'started', 'see', 'cooler', 'weather', 'arrive', 'later', 'september', 'october']"
"1) expand ESG-based products, including green renewable energy investment instruments, 2) Pursue inclusive finance aimed at protecting financially underserved groups and providing them with stable financial services, 3) integrate advanced ESG factors to examination of loans and investments.",1,"['1', 'expand', 'esg-based', 'product', 'including', 'green', 'renewable', 'energy', 'investment', 'instrument', '2', 'pursue', 'inclusive', 'finance', 'aimed', 'protecting', 'financially', 'underserved', 'group', 'providing', 'stable', 'financial', 'service', '3', 'integrate', 'advanced', 'esg', 'factor', 'examination', 'loan', 'investment']"
Agricultural customers are offered a recycling insurance that is distrib- uted in cooperation with the Keep Sweden Tidy Foundation to reduce scrap and environmentally harmful waste in the Swedish countryside.,1,"['agricultural', 'customer', 'offered', 'recycling', 'insurance', 'distrib-', 'uted', 'cooperation', 'keep', 'sweden', 'tidy', 'foundation', 'reduce', 'scrap', 'environmentally', 'harmful', 'waste', 'swedish', 'countryside']"
The properties we own have a significant direct impact on the environment that Alecta is working actively to minimise. •,1,"['property', 'significant', 'direct', 'impact', 'environment', 'alecta', 'working', 'actively', 'minimise']"
"Thanks to the agreement, it will be possible to increase by 50% the heat available in the Bergamo district heating network, recovering it from the Dalmine waste-to-energy plant.",0,"['thanks', 'agreement', 'possible', 'increase', '50', 'heat', 'available', 'bergamo', 'district', 'heating', 'network', 'recovering', 'dalmine', 'waste-to-energy', 'plant']"
"In addition, KAMS introduced a system that can recover the water contained in the treated wastewater sludge through evaporation and reduced pressure dehydration, thereby enabling the recovery of a greater volume of reusable water.",1,"['addition', 'kams', 'introduced', 'system', 'recover', 'water', 'contained', 'treated', 'wastewater', 'sludge', 'evaporation', 'reduced', 'pressure', 'dehydration', 'thereby', 'enabling', 'recovery', 'greater', 'volume', 'reusable', 'water']"
"In addition, EnBW is striving to maintain an internal financing capability ≥ 100% and thus a constant level of net financial debt.",0,"['addition', 'enbw', 'striving', 'maintain', 'internal', 'financing', 'capability', '100', 'thus', 'constant', 'level', 'net', 'financial', 'debt']"
Fretin also makes 100% recycled concrete for curbs and paving slabs.,0,"['fretin', 'also', 'make', '100', 'recycled', 'concrete', 'curb', 'paving', 'slab']"
The division has a strong focus on operating its facilities in a manner which minimises the impact on the environment and it monitors emissions from its sites.,1,"['division', 'strong', 'focus', 'operating', 'facility', 'manner', 'minimises', 'impact', 'environment', 'monitor', 'emission', 'site']"
"A Various acquisitions have taken place throughout the year, and we continue to roll out training on all good governance and compliance matters as part of our integration process.",0,"['various', 'acquisition', 'taken', 'place', 'throughout', 'year', 'continue', 'roll', 'training', 'good', 'governance', 'compliance', 'matter', 'part', 'integration', 'process']"
"While 3M converts its operations to wind and solar power, the company continues to support the global renewable energy sector by producing solutions for customers that improve the reliability and efficiency of renewable energy, including solar and wind.",1,"['3m', 'convert', 'operation', 'wind', 'solar', 'power', 'company', 'continues', 'support', 'global', 'renewable', 'energy', 'sector', 'producing', 'solution', 'customer', 'improve', 'reliability', 'efficiency', 'renewable', 'energy', 'including', 'solar', 'wind']"
3 Carbon emissions data is provided and calculated by MSCI Inc. MSCI collects reported Scope 1 and Scope 2 emissions from each company.,0,"['3', 'carbon', 'emission', 'data', 'provided', 'calculated', 'msci', 'inc.', 'msci', 'collect', 'reported', 'scope', '1', 'scope', '2', 'emission', 'company']"
"Capital management In 2018, we made further progress on our capital strategy, which is aimed at operating on a more capital-light basis, predominantly by means of reducing our corporate loan exposure.",0,"['capital', 'management', '2018', 'made', 'progress', 'capital', 'strategy', 'aimed', 'operating', 'capital-light', 'basis', 'predominantly', 'mean', 'reducing', 'corporate', 'loan', 'exposure']"
"As the Group will earn a full year of income from the Liberty Living portfolio and deliver synergies in 2020, it is expected that the 2020 full year dividend will be covered by operating cash flows.",0,"['group', 'earn', 'full', 'year', 'income', 'liberty', 'living', 'portfolio', 'deliver', 'synergy', '2020', 'expected', '2020', 'full', 'year', 'dividend', 'covered', 'operating', 'cash', 'flow']"
"In 2010, we successfully achieved fully vertically-integrated solar module production and made sales of solar modules our largest source of revenue.",0,"['2010', 'successfully', 'achieved', 'fully', 'vertically-integrated', 'solar', 'module', 'production', 'made', 'sale', 'solar', 'module', 'largest', 'source', 'revenue']"
"■ Examples of CO2 emission reduction through conversion to natural gas and highly efficient usage As an energy business operator, Toho Gas Group is implementing countermeasures against global warming, taking into consideration the value chain.",1,"['example', 'co2', 'emission', 'reduction', 'conversion', 'natural', 'gas', 'highly', 'efficient', 'usage', 'energy', 'business', 'operator', 'toho', 'gas', 'group', 'implementing', 'countermeasure', 'global', 'warming', 'taking', 'consideration', 'value', 'chain']"
"Utility usage is still a bit low, and the commitment to renewable sources is still going to need some policy help.",0,"['utility', 'usage', 'still', 'bit', 'low', 'commitment', 'renewable', 'source', 'still', 'going', 'need', 'policy', 'help']"
I don't think that -- I would say that we haven't seen anything that would alter our opinion of how we look at the compliance-driven part of legislation for the Howden business.,0,"[""n't"", 'think', 'would', 'say', ""n't"", 'seen', 'anything', 'would', 'alter', 'opinion', 'look', 'compliance-driven', 'part', 'legislation', 'howden', 'business']"
"The abil- ity of the issuer to measure the environmental impact of the project financed is also key for us, and Vattenfall is willing to provide environmental impact indicators in their annual and sustain- ability report.",0,"['abil-', 'ity', 'issuer', 'measure', 'environmental', 'impact', 'project', 'financed', 'also', 'key', 'u', 'vattenfall', 'willing', 'provide', 'environmental', 'impact', 'indicator', 'annual', 'sustain-', 'ability', 'report']"
"To date, the Company has interconnected over 2,000 MW of solar across its Northeast US service territory.",0,"['date', 'company', 'interconnected', '2,000', 'mw', 'solar', 'across', 'northeast', 'u', 'service', 'territory']"
"Our flagship platinum mine, Mogalakwena, is the highest-margin primary platinum producer in the industry and, as the only large open pit PGM mine globally, is at the centre of a more flexible, competitive and lower risk business.",0,"['flagship', 'platinum', 'mine', 'mogalakwena', 'highest-margin', 'primary', 'platinum', 'producer', 'industry', 'large', 'open', 'pit', 'pgm', 'mine', 'globally', 'centre', 'flexible', 'competitive', 'lower', 'risk', 'business']"
"But our focus remains on getting through our skilled nursing exit, on focusing on our overhead and efficiency rationalization, on getting through LTAC criteria and driving what we believe is a really effective strategy for the future.",0,"['focus', 'remains', 'getting', 'skilled', 'nursing', 'exit', 'focusing', 'overhead', 'efficiency', 'rationalization', 'getting', 'ltac', 'criterion', 'driving', 'believe', 'really', 'effective', 'strategy', 'future']"
"Our management team has extensive industry knowledge and experience, having completed its first renewable energy financing more than 25 years ago and its first energy efficiency financing over 15 years ago.",0,"['management', 'team', 'extensive', 'industry', 'knowledge', 'experience', 'completed', 'first', 'renewable', 'energy', 'financing', '25', 'year', 'ago', 'first', 'energy', 'efficiency', 'financing', '15', 'year', 'ago']"
VERBUND’s target is to reduce the energy intensity in 2021 by 25% compared with 2015.,1,"['verbund', 'target', 'reduce', 'energy', 'intensity', '2021', '25', 'compared', '2015']"
"In 2020, JPMorgan Chase was the number one underwriter of green bonds, and the firm’s broker-dealer subsidiaries underwrote $23.7 billion in green, social and sustainability bonds.",0,"['2020', 'jpmorgan', 'chase', 'number', 'one', 'underwriter', 'green', 'bond', 'firm', 'broker-dealer', 'subsidiary', 'underwrote', '23.7', 'billion', 'green', 'social', 'sustainability', 'bond']"
"Pages 469-470, 499-505 and 572-577 c. Describe the resilience of the organization’s strategy, taking into consideration different climaterelated scenarios, including a 2°C or lower scenario.",0,"['page', '469-470', '499-505', '572-577', 'c.', 'describe', 'resilience', 'organization', 'strategy', 'taking', 'consideration', 'different', 'climaterelated', 'scenario', 'including', '2°c', 'lower', 'scenario']"
"Under its updated Climate Vision 2050, the Group took the strategic decision not to invest in any additional coal-fired generation facilities and to progressively phase out all remaining coal-based assets by the middle of the century.",1,"['updated', 'climate', 'vision', '2050', 'group', 'took', 'strategic', 'decision', 'invest', 'additional', 'coal-fired', 'generation', 'facility', 'progressively', 'phase', 'remaining', 'coal-based', 'asset', 'middle', 'century']"
"Going forward, we will accelerate these efforts, aiming to raise the share of renewable energy in our total electricity consumption to 2% by fiscal 2030.",1,"['going', 'forward', 'accelerate', 'effort', 'aiming', 'raise', 'share', 'renewable', 'energy', 'total', 'electricity', 'consumption', '2', 'fiscal', '2030']"
"So even when you talk about the segment of stock, they really serve that low-cost value-based customer, which we cannot do.",0,"['even', 'talk', 'segment', 'stock', 'really', 'serve', 'low-cost', 'value-based', 'customer']"
"As aging coal-fired power stations in the United States get decommissioned, power sources will decrease in number, and expected to take their place will be thermal power plants fired by natural gas, an environmentally friendly new power source.",1,"['aging', 'coal-fired', 'power', 'station', 'united', 'state', 'get', 'decommissioned', 'power', 'source', 'decrease', 'number', 'expected', 'take', 'place', 'thermal', 'power', 'plant', 'fired', 'natural', 'gas', 'environmentally', 'friendly', 'new', 'power', 'source']"
"In China, not a lot has changed in the last 90 days that we spoke.",0,"['china', 'lot', 'changed', 'last', '90', 'day', 'spoke']"
"We're in the process of preparing publications for the Phase II data, and they take time.",0,"['process', 'preparing', 'publication', 'phase', 'ii', 'data', 'take', 'time']"
But I'd say there's a pretty good chance we'd have a 2-rig program going into Eagle Ford and continue our 1-rig program into Bakken next year.,0,"['say', 'pretty', 'good', 'chance', '2-rig', 'program', 'going', 'eagle', 'ford', 'continue', '1-rig', 'program', 'bakken', 'next', 'year']"
"We feel good that as we look forward into the future, we're going to grow with where that end market is growing at.",0,"['feel', 'good', 'look', 'forward', 'future', 'going', 'grow', 'end', 'market', 'growing']"
"The cost came in -- first of all, the synergies came in, in line with our expectations.",0,"['cost', 'came', 'first', 'synergy', 'came', 'line', 'expectation']"
"Sustainable mobility Our solutions are essential for the growth of the autonomous vehicle, which allows greater energy efficiency.",1,"['sustainable', 'mobility', 'solution', 'essential', 'growth', 'autonomous', 'vehicle', 'allows', 'greater', 'energy', 'efficiency']"
"So in keeping with our guidance being up double digits in retail for the full year, we're tracking to that and we're on plan.",0,"['keeping', 'guidance', 'double', 'digit', 'retail', 'full', 'year', 'tracking', 'plan']"
"And we are materially -- it's not totally complete, but we're well on our way to have fully realize that $25 million worth of savings.",0,"['materially', 'totally', 'complete', 'well', 'way', 'fully', 'realize', '25', 'million', 'worth', 'saving']"
"Corporate & Government Advisory – Support to state governments of Rajasthan, Telangana and Punjab for developing comprehensive electric vehicle (EV) policies, incorporating aspects such as EV adoption, charging infrastructure development, manufacturing, innovation, and skill development.",0,"['corporate', 'government', 'advisory', 'support', 'state', 'government', 'rajasthan', 'telangana', 'punjab', 'developing', 'comprehensive', 'electric', 'vehicle', 'ev', 'policy', 'incorporating', 'aspect', 'ev', 'adoption', 'charging', 'infrastructure', 'development', 'manufacturing', 'innovation', 'skill', 'development']"
The total generation contributed by coal stations is 249.71 BUs during the year against generation of 262.47 BUs last year.,0,"['total', 'generation', 'contributed', 'coal', 'station', '249.71', 'bus', 'year', 'generation', '262.47', 'bus', 'last', 'year']"
"Through an agreement with US-based Genser Energy, an independent power producer, Tarkwa and Damang are now being supplied with gas-fired, on-site energy.",0,"['agreement', 'us-based', 'genser', 'energy', 'independent', 'power', 'producer', 'tarkwa', 'damang', 'supplied', 'gas-fired', 'on-site', 'energy']"
SPDC has taken big strides in building what is expected to be the largest gas facility in the country at the Assa North-Ohaji South project.,0,"['spdc', 'taken', 'big', 'stride', 'building', 'expected', 'largest', 'gas', 'facility', 'country', 'assa', 'north-ohaji', 'south', 'project']"
"In fact, we're starting to look at our rollout and development schedule for fiscal '15.",0,"['fact', 'starting', 'look', 'rollout', 'development', 'schedule', 'fiscal']"
"Looking further ahead, however, we need to take new measures, such as seeking a balance between natural gas and renewable energy.",0,"['looking', 'ahead', 'however', 'need', 'take', 'new', 'measure', 'seeking', 'balance', 'natural', 'gas', 'renewable', 'energy']"
"* Total CO2 emissions in FY2014, when calculated with the same calculation methodology (category and boundary) as that used until FY2010, are 2.43 million tons of CO2. •",0,"['total', 'co2', 'emission', 'fy2014', 'calculated', 'calculation', 'methodology', 'category', 'boundary', 'used', 'fy2010', '2.43', 'million', 'ton', 'co2']"
"On the one hand, it designs, manufactures and supplies cells as well as the highest-efficiency crystalline silicon- based solar panels on the market.",0,"['one', 'hand', 'design', 'manufacture', 'supply', 'cell', 'well', 'highest-efficiency', 'crystalline', 'silicon-', 'based', 'solar', 'panel', 'market']"
"In 2018, for example, we invested in the solar energy com- pany Otovo, which helps home-owners to install solar panels on the roof.",0,"['2018', 'example', 'invested', 'solar', 'energy', 'com-', 'pany', 'otovo', 'help', 'home-owners', 'install', 'solar', 'panel', 'roof']"
Because our FUSION battery outperforms some of the other alkaline batteries and will be priced higher than our base Rayovac ready power battery.,0,"['fusion', 'battery', 'outperforms', 'alkaline', 'battery', 'priced', 'higher', 'base', 'rayovac', 'ready', 'power', 'battery']"
"In addition, March 2018 we made an announcement of Aeon Decarbonization Vision 2050, which declares our commitment to working with customers, business partners, and all other stakeholders to realize a decarbonized society.",1,"['addition', 'march', '2018', 'made', 'announcement', 'aeon', 'decarbonization', 'vision', '2050', 'declares', 'commitment', 'working', 'customer', 'business', 'partner', 'stakeholder', 'realize', 'decarbonized', 'society']"
"One is that Europe was phasing in their carbon approach, and so there are some additional phases that are yet to come in, that we think will continue to drive growth.",0,"['one', 'europe', 'phasing', 'carbon', 'approach', 'additional', 'phase', 'yet', 'come', 'think', 'continue', 'drive', 'growth']"
The latter figure constitutes 75% of total non-hazardous waste generation (25 percentage points above the 2020 objective of the Waste Management Plan).,0,"['latter', 'figure', 'constitutes', '75', 'total', 'non-hazardous', 'waste', 'generation', '25', 'percentage', 'point', '2020', 'objective', 'waste', 'management', 'plan']"
"This is pursuant to Singapore’s Sembcorp Utilities, a wholly-owned subsidiary of Sembcorp Industries, agreeing to buy a controlling stake in Green Infra, an IDFC Private equity fund- promoted independent renewable power producer in India.",0,"['pursuant', 'singapore', 'sembcorp', 'utility', 'wholly-owned', 'subsidiary', 'sembcorp', 'industry', 'agreeing', 'buy', 'controlling', 'stake', 'green', 'infra', 'idfc', 'private', 'equity', 'fund-', 'promoted', 'independent', 'renewable', 'power', 'producer', 'india']"
"Then we're also using, we're also aiming to deliver this calendar year our first flex plans with mobile wireless.",0,"['also', 'using', 'also', 'aiming', 'deliver', 'calendar', 'year', 'first', 'flex', 'plan', 'mobile', 'wireless']"
"We have that now in stores here in the Metro, the Des Moines Metro area.",0,"['store', 'metro', 'de', 'moines', 'metro', 'area']"
"By using the latest technology and a significant amount of recycled paper as a raw material, the machine will reduce the overall specific environmental footprint of the mill.",1,"['using', 'latest', 'technology', 'significant', 'amount', 'recycled', 'paper', 'raw', 'material', 'machine', 'reduce', 'overall', 'specific', 'environmental', 'footprint', 'mill']"
"Development is currently ongoing, with the aim of expanding the biofuels business with new types of technology concepts and biomass-based raw materials.",0,"['development', 'currently', 'ongoing', 'aim', 'expanding', 'biofuels', 'business', 'new', 'type', 'technology', 'concept', 'biomass-based', 'raw', 'material']"
We are also working together with LKAB/ SSAB and Preem (see page 57) on two other projects aimed at using electricity to eliminate fossil fuels and reduce green- house gas emissions.,1,"['also', 'working', 'together', 'lkab/', 'ssab', 'preem', 'see', 'page', '57', 'two', 'project', 'aimed', 'using', 'electricity', 'eliminate', 'fossil', 'fuel', 'reduce', 'green-', 'house', 'gas', 'emission']"
The company will also actively contribute to strengthening the pro- portion of women by recruiting women in these types of jobs.,0,"['company', 'also', 'actively', 'contribute', 'strengthening', 'pro-', 'portion', 'woman', 'recruiting', 'woman', 'type', 'job']"
"And so I think fundamental and sustainable and significant growth in a distribution grid, not counting smart grid retrofit upgrades which is occurring, is going to be linked with the non-resi Construction cycle.",0,"['think', 'fundamental', 'sustainable', 'significant', 'growth', 'distribution', 'grid', 'counting', 'smart', 'grid', 'retrofit', 'upgrade', 'occurring', 'going', 'linked', 'non-resi', 'construction', 'cycle']"
"In addition, we successfully developed FENC® TOPGREEN® Membrane, the world’s first waterproof breathable polyester membrane made from recycled material, which was awarded Top 10 at ISPO Textrends 2020.",0,"['addition', 'successfully', 'developed', 'fenc®', 'topgreen®', 'membrane', 'world', 'first', 'waterproof', 'breathable', 'polyester', 'membrane', 'made', 'recycled', 'material', 'awarded', 'top', '10', 'ispo', 'textrends', '2020']"
"And we're very hopeful it will pass in Congress soon, because again, it's safer, it's more efficient and it's less fuel, and it's in exactly the same vein as this dimensional weight increase.",0,"['hopeful', 'pas', 'congress', 'soon', 'safer', 'efficient', 'le', 'fuel', 'exactly', 'vein', 'dimensional', 'weight', 'increase']"
"APA will continue to work with all relevant stakeholders, including customers, industry and government to realise immediate as well as longer term solutions so that the domestic market benefits from cheaper gas.",0,"['apa', 'continue', 'work', 'relevant', 'stakeholder', 'including', 'customer', 'industry', 'government', 'realise', 'immediate', 'well', 'longer', 'term', 'solution', 'domestic', 'market', 'benefit', 'cheaper', 'gas']"
"Supported by a new, bespoke regulatory model designed to drive the right behaviours and outcomes, the ESO will facilitate the transition to a zero-carbon power system.",1,"['supported', 'new', 'bespoke', 'regulatory', 'model', 'designed', 'drive', 'right', 'behaviour', 'outcome', 'eso', 'facilitate', 'transition', 'zero-carbon', 'power', 'system']"
